as_of,submission_job,grader_job,arm,aoi,forcing,target,loss,arm_role,n,verify_run,coverage_state,parameter,parameter_role,pooler,band,count,null_count,p_value,median_x_truth,null_median_x_truth,per_cell_log_sd_median,reporting_status,suppression_reason,replicated,submission_count
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.2,0,0,,17.908429818645494,17.908429818645494,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.3,0,0,,17.908429818645494,17.908429818645494,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.4,0,0,,17.908429818645494,17.908429818645494,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.1,0,0,,17.866142113025045,17.866142113025045,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.2,0,0,,17.866142113025045,17.866142113025045,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.3,0,0,,17.866142113025045,17.866142113025045,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,geometric,0.4,0,0,,17.866142113025045,17.866142113025045,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.1,0,0,,17.87447061605947,17.87447061605947,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.2,0,0,,17.87447061605947,17.87447061605947,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.3,0,0,,17.87447061605947,17.87447061605947,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,eq_null,eqpac,constant,untrained,none,untrained-null,50,0,active,R_PICPOC,twin-anchor-machinery-check,median,0.4,0,0,,17.87447061605947,17.87447061605947,0.03926141746342182,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.1,50,0,8.082812774647626e-62,0.9808981462403472,0.5395803526248139,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.2,50,0,8.082812774647626e-62,0.9808981462403472,0.5395803526248139,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.3,50,0,8.082812774647626e-62,0.9808981462403472,0.5395803526248139,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,arithmetic,0.4,50,10,1.1258999068426271e-35,0.9808981462403472,0.5395803526248139,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.1,50,0,8.082812774647626e-62,0.9808974399556916,0.5391131132212186,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.2,50,0,8.082812774647626e-62,0.9808974399556916,0.5391131132212186,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.3,50,0,8.082812774647626e-62,0.9808974399556916,0.5391131132212186,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,geometric,0.4,50,10,1.1258999068426271e-35,0.9808974399556916,0.5391131132212186,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.1,50,0,8.082812774647626e-62,0.9807089261603149,0.540795772205734,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.2,50,0,8.082812774647626e-62,0.9807089261603149,0.540795772205734,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.3,50,0,8.082812774647626e-62,0.9807089261603149,0.540795772205734,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,alpfe,boundary-diagnostic-only,median,0.4,50,11,1.3217035032142518e-33,0.9807089261603149,0.540795772205734,0.0017598639242351055,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.1,22,0,2.2385976097496637e-14,1.1050444872333005,2.458154866914739,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.2,50,0,8.082812774647626e-62,1.1050444872333005,2.458154866914739,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.3,50,0,8.082812774647626e-62,1.1050444872333005,2.458154866914739,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,arithmetic,0.4,50,0,8.082812774647626e-62,1.1050444872333005,2.458154866914739,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.1,22,0,2.2385976097496637e-14,1.104977171676746,2.45751039239922,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.2,50,0,8.082812774647626e-62,1.104977171676746,2.45751039239922,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.3,50,0,8.082812774647626e-62,1.104977171676746,2.45751039239922,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,geometric,0.4,50,0,8.082812774647626e-62,1.104977171676746,2.45751039239922,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.1,24,0,1.2341633185355162e-16,1.1012936851781145,2.4572204684955175,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.2,50,0,8.082812774647626e-62,1.1012936851781145,2.4572204684955175,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.3,50,0,8.082812774647626e-62,1.1012936851781145,2.4572204684955175,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,scav_rat,primary-inferential-target,median,0.4,50,0,8.082812774647626e-62,1.1012936851781145,2.4572204684955175,0.011825228575617075,reported,,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.1,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.2,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.3,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Smallgrow,excluded-by-construction,median,0.4,,,,,,,excluded,No time-mean observable independently identifies this parameter.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,arithmetic,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,geometric,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.1,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.2,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.3,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,Biggrow,excluded-by-construction,median,0.4,,,,,,,excluded,Unobservable by the staged target construction.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,arithmetic,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,geometric,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.1,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.2,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.3,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,diatomgraz,excluded-from-loss-decision,median,0.4,,,,,,,excluded,Long-target Chl1 pathology makes this parameter non-gradeable here.,False,1
2026-08-09,320993,320994,na_ee,natlsubpolar,constant,end,endpoint,matched-control,50,0,active,R_PICPOC,twin-anchor-machinery-check,arithmetic,0.1,50,0,8.082812774647626e-62,1.0109027269212998,17.92200760240051,0.025523144751787186,reported,,False,1
